event_id,train_number,station_id,timestamp,delay_minutes,cause_category,reported_text
EVT000257,12315,MAS,2026-02-27 18:30,43,Operational,Platform congestion at Chennai Central delaying berthing.
EVT000258,12053,PRYJ,2026-01-20 16:45,25,Signal,Signal failure near Prayagraj Junction causing hold-up.
EVT000259,12018,VSKP,2026-02-17 21:00,36,Weather,Heavy rain reducing visibility near Visakhapatnam.
EVT000260,12199,SC,2026-01-27 18:00,1,Signal,Points failure at Secunderabad Junction delaying departure.
EVT000261,12053,JP,2026-02-23 20:00,21,Infrastructure,Speed restriction due to track renewal work near Jaipur Junction.
EVT000262,12194,NDLS,2026-02-27 09:30,15,Passenger,Passenger chain-pulling incident near New Delhi.
EVT000263,12012,MAO,2026-01-21 15:15,1,Rolling Stock,"Locomotive failure reported, engine change required at Madgaon Junction."
EVT000264,12038,MAS,2026-02-25 05:30,31,Rolling Stock,"Locomotive failure reported, engine change required at Chennai Central."
EVT000265,12108,BBS,2026-01-17 00:45,36,Crew,Crew shortage reported at Bhubaneswar link.
EVT000266,12034,BZA,2026-02-13 14:15,48,Operational,Late running of connecting rake into Vijayawada Junction.
EVT000267,12264,KYN,2026-01-23 20:00,31,Signal,Automatic signalling fault reported at Kalyan Junction yard.
EVT000268,12222,BSP,2026-02-04 10:15,66,Signal,Signal failure near Bilaspur Junction causing hold-up.
EVT000269,12101,KGP,2026-02-06 10:30,31,Signal,Automatic signalling fault reported at Kharagpur Junction yard.
EVT000270,12033,CSMT,2026-02-21 17:15,10,Crew,Loco pilot booking-on delay at Chhatrapati Shivaji Maharaj Terminus.
EVT000271,12296,AGC,2026-02-12 17:00,36,Signal,Automatic signalling fault reported at Agra Cantt yard.
EVT000272,12092,JU,2026-02-25 21:30,15,Crew,Crew shortage reported at Jodhpur Junction link.
EVT000273,12056,JP,2026-02-22 05:45,28,Rolling Stock,Brake power certification delay at Jaipur Junction.
EVT000274,12220,MAS,2026-01-03 10:00,31,Rolling Stock,Coach fault detected during pre-departure check at Chennai Central.
EVT000275,12116,NGP,2026-01-15 19:30,29,Signal,Signal failure near Nagpur Junction causing hold-up.
EVT000276,12027,RTM,2026-02-14 05:30,1,Passenger,Passenger chain-pulling incident near Ratlam Junction.
EVT000277,12086,VSKP,2026-01-16 17:15,18,Infrastructure,Speed restriction due to track renewal work near Visakhapatnam.
EVT000278,12144,MS,2026-02-28 21:15,38,Signal,Automatic signalling fault reported at Chennai Egmore yard.
EVT000279,12201,NDLS,2026-01-10 23:30,2,Infrastructure,Speed restriction due to track renewal work near New Delhi.
EVT000280,12268,NDLS,2026-01-02 16:45,10,Infrastructure,Speed restriction due to track renewal work near New Delhi.
EVT000281,12130,CTC,2026-02-23 04:00,1,Signal,Points failure at Cuttack Junction delaying departure.
EVT000282,12163,PRYJ,2026-01-04 08:45,17,Signal,Points failure at Prayagraj Junction delaying departure.
EVT000283,12054,COR,2026-01-09 06:45,36,Crew,Loco pilot booking-on delay at Kota Junction.
EVT000284,12087,SC,2026-01-04 15:30,19,Signal,Automatic signalling fault reported at Secunderabad Junction yard.
EVT000285,12131,KGP,2026-01-05 15:00,31,Crew,Loco pilot booking-on delay at Kharagpur Junction.
EVT000286,12128,MFP,2026-01-02 06:30,41,Weather,"Dense fog conditions near Muzaffarpur Junction, speed restricted."
EVT000287,12201,NDLS,2026-02-03 12:30,9,Weather,High wind speed advisory near New Delhi affecting running.
EVT000288,12249,NJP,2026-01-19 08:45,29,Infrastructure,Overhead equipment (OHE) tripping reported near New Jalpaiguri.
EVT000289,12193,ROU,2026-02-16 01:30,46,Signal,Automatic signalling fault reported at Rourkela yard.
EVT000290,12134,VSKP,2026-02-05 03:00,48,Signal,Signal failure near Visakhapatnam causing hold-up.
EVT000291,12223,BPL,2026-02-23 04:30,15,Crew,Crew shortage reported at Bhopal Junction link.
EVT000292,12156,COR,2026-02-19 11:00,29,Crew,Loco pilot booking-on delay at Kota Junction.
EVT000293,12009,NDLS,2026-01-29 11:15,33,Rolling Stock,Brake power certification delay at New Delhi.
EVT000294,12220,HWH,2026-02-05 01:15,7,Crew,Guard unavailability causing hold at Howrah Junction.
EVT000295,12050,BCT,2026-01-21 04:30,20,Infrastructure,Speed restriction due to track renewal work near Mumbai Central.
EVT000296,12283,ASR,2026-01-16 15:45,31,Infrastructure,Overhead equipment (OHE) tripping reported near Amritsar Junction.
EVT000297,12080,PNBE,2026-02-09 07:00,47,Passenger,Passenger chain-pulling incident near Patna Junction.
EVT000298,12319,HYB,2026-01-16 19:30,24,Operational,Platform congestion at Hyderabad Deccan delaying berthing.
EVT000299,12203,PNBE,2026-01-12 19:45,7,Crew,Crew shortage reported at Patna Junction link.
EVT000300,12148,ADI,2026-01-06 02:30,24,Operational,Late running of connecting rake into Ahmedabad Junction.
EVT000301,12308,GHY,2026-01-18 23:45,6,Passenger,Passenger chain-pulling incident near Guwahati.
EVT000302,12230,JP,2026-01-18 18:00,95,Rolling Stock,Brake power certification delay at Jaipur Junction.
EVT000303,12213,SC,2026-02-20 12:30,11,Crew,Guard unavailability causing hold at Secunderabad Junction.
EVT000304,12245,NDLS,2026-02-09 12:00,15,Rolling Stock,"Locomotive failure reported, engine change required at New Delhi."
EVT000305,12102,BBS,2026-02-28 12:00,57,Weather,Heavy rain reducing visibility near Bhubaneswar.
EVT000306,12265,MDU,2026-01-19 03:45,33,Weather,"Dense fog conditions near Madurai Junction, speed restricted."
EVT000307,12219,HWH,2026-02-24 22:15,34,Weather,Heavy rain reducing visibility near Howrah Junction.
EVT000308,12257,SBC,2026-01-30 21:45,25,Passenger,Passenger chain-pulling incident near KSR Bengaluru City Junction.
EVT000309,12217,HYB,2026-02-02 14:15,8,Operational,Platform congestion at Hyderabad Deccan delaying berthing.
EVT000310,12210,PUNE,2026-01-05 03:00,16,Infrastructure,Overhead equipment (OHE) tripping reported near Pune Junction.
EVT000311,12275,BAM,2026-01-27 14:00,85,Rolling Stock,"Locomotive failure reported, engine change required at Brahmapur."
EVT000312,12197,MS,2026-02-14 05:00,28,Passenger,Overcrowding-related boarding delay at Chennai Egmore.
EVT000313,12073,NDLS,2026-02-01 17:30,38,Passenger,Overcrowding-related boarding delay at New Delhi.
EVT000314,12084,NGP,2026-02-13 18:00,17,Crew,Guard unavailability causing hold at Nagpur Junction.
EVT000315,12207,DLI,2026-01-23 21:30,19,Weather,"Dense fog conditions near Delhi Junction (Old Delhi), speed restricted."
EVT000316,12098,HWH,2026-01-04 22:30,68,Weather,Heavy rain reducing visibility near Howrah Junction.
EVT000317,12233,MAS,2026-02-06 12:45,45,Rolling Stock,"Locomotive failure reported, engine change required at Chennai Central."
EVT000318,12252,SBC,2026-02-18 19:30,45,Signal,Automatic signalling fault reported at KSR Bengaluru City Junction yard.
EVT000319,12280,NDLS,2026-01-01 00:00,64,Operational,Late running of connecting rake into New Delhi.
EVT000320,12139,CTC,2026-01-24 13:00,53,Passenger,Passenger chain-pulling incident near Cuttack Junction.
EVT000321,12122,CSMT,2026-01-20 01:45,58,Operational,Late running of connecting rake into Chhatrapati Shivaji Maharaj Terminus.
EVT000322,12248,KGP,2026-02-03 23:15,58,Crew,Crew shortage reported at Kharagpur Junction link.
EVT000323,12287,BCT,2026-01-10 14:15,8,Weather,High wind speed advisory near Mumbai Central affecting running.
EVT000324,12136,KYN,2026-02-15 15:15,68,Operational,Crossing conflict with another service at Kalyan Junction.
EVT000325,12058,VSKP,2026-01-13 13:45,55,Operational,Late running of connecting rake into Visakhapatnam.
EVT000326,12164,CSMT,2026-01-24 16:45,16,Rolling Stock,Brake power certification delay at Chhatrapati Shivaji Maharaj Terminus.
EVT000327,12124,SBC,2026-02-14 10:15,38,Crew,Guard unavailability causing hold at KSR Bengaluru City Junction.
EVT000328,12073,VSKP,2026-02-07 01:45,33,Weather,High wind speed advisory near Visakhapatnam affecting running.
EVT000329,12253,ADI,2026-01-01 20:00,12,Signal,Automatic signalling fault reported at Ahmedabad Junction yard.
EVT000330,12148,JBP,2026-01-02 08:00,65,Infrastructure,Track maintenance block in effect near Jabalpur Junction.
EVT000331,12179,MAS,2026-01-13 03:45,49,Operational,Late running of connecting rake into Chennai Central.
EVT000332,12203,PRYJ,2026-01-23 04:45,37,Crew,Crew shortage reported at Prayagraj Junction link.
EVT000333,12224,JP,2026-02-15 23:45,54,Operational,Platform congestion at Jaipur Junction delaying berthing.
EVT000334,12224,COR,2026-01-21 00:45,7,Infrastructure,Overhead equipment (OHE) tripping reported near Kota Junction.
EVT000335,12091,PNBE,2026-01-02 22:30,1,Rolling Stock,"Locomotive failure reported, engine change required at Patna Junction."
EVT000336,12262,NGP,2026-02-01 23:45,15,Weather,"Dense fog conditions near Nagpur Junction, speed restricted."
EVT000337,12203,GHY,2026-01-03 04:30,55,Operational,Crossing conflict with another service at Guwahati.
EVT000338,12126,UMB,2026-02-10 07:00,75,Signal,Automatic signalling fault reported at Ambala Cantt Junction yard.
EVT000339,12261,HWH,2026-01-22 13:00,25,Operational,Crossing conflict with another service at Howrah Junction.
EVT000340,12196,NGP,2026-02-27 16:15,58,Rolling Stock,Brake power certification delay at Nagpur Junction.
EVT000341,12022,COR,2026-02-28 03:30,11,Infrastructure,Speed restriction due to track renewal work near Kota Junction.
EVT000342,12179,PRYJ,2026-01-12 12:00,12,Weather,Heavy rain reducing visibility near Prayagraj Junction.
EVT000343,12131,BSP,2026-01-06 04:15,49,Weather,High wind speed advisory near Bilaspur Junction affecting running.
EVT000344,12028,JHS,2026-01-28 12:45,9,Passenger,"Medical emergency on board, halted at Jhansi Junction."
EVT000345,12207,CSMT,2026-02-10 05:30,48,Infrastructure,Track maintenance block in effect near Chhatrapati Shivaji Maharaj Terminus.
EVT000346,12058,VSKP,2026-02-06 08:15,30,Operational,Crossing conflict with another service at Visakhapatnam.
EVT000347,12114,COR,2026-02-28 02:45,70,Signal,Points failure at Kota Junction delaying departure.
EVT000348,12006,COR,2026-01-05 07:00,21,Crew,Loco pilot booking-on delay at Kota Junction.
EVT000349,12231,HWH,2026-01-29 17:45,37,Infrastructure,Overhead equipment (OHE) tripping reported near Howrah Junction.
EVT000350,12182,ST,2026-01-09 13:00,72,Passenger,"Medical emergency on board, halted at Surat."
EVT000351,12061,NDLS,2026-01-24 15:00,53,Rolling Stock,Coach fault detected during pre-departure check at New Delhi.
EVT000352,12080,PNBE,2026-01-03 17:45,28,Operational,Late running of connecting rake into Patna Junction.
EVT000353,12252,BPL,2026-01-13 10:45,26,Passenger,Overcrowding-related boarding delay at Bhopal Junction.
EVT000354,12088,VSKP,2026-02-05 12:15,42,Operational,Crossing conflict with another service at Visakhapatnam.
EVT000355,12126,NDLS,2026-01-22 21:30,65,Rolling Stock,"Locomotive failure reported, engine change required at New Delhi."
EVT000356,12187,BSP,2026-02-18 18:45,37,Crew,Guard unavailability causing hold at Bilaspur Junction.
EVT000357,12185,BCT,2026-01-17 18:30,45,Operational,Platform congestion at Mumbai Central delaying berthing.
EVT000358,12034,SUR,2026-01-30 06:30,78,Operational,Crossing conflict with another service at Solapur Junction.
EVT000359,12171,PRYJ,2026-02-01 13:15,12,Weather,Heavy rain reducing visibility near Prayagraj Junction.
EVT000360,12101,KGP,2026-02-18 02:45,1,Infrastructure,Overhead equipment (OHE) tripping reported near Kharagpur Junction.
EVT000361,12192,ADI,2026-01-28 10:15,71,Infrastructure,Track maintenance block in effect near Ahmedabad Junction.
EVT000362,12072,ADI,2026-02-20 08:45,12,Passenger,Passenger chain-pulling incident near Ahmedabad Junction.
EVT000363,12261,HWH,2026-02-14 03:15,49,Operational,Late running of connecting rake into Howrah Junction.
EVT000364,12226,BSL,2026-02-04 08:00,30,Weather,High wind speed advisory near Bhusaval Junction affecting running.
EVT000365,12307,NGP,2026-02-20 09:00,29,Operational,Platform congestion at Nagpur Junction delaying berthing.
EVT000366,12205,MAS,2026-02-18 19:15,57,Signal,Signal failure near Chennai Central causing hold-up.
EVT000367,12007,JHS,2026-02-07 19:00,16,Operational,Crossing conflict with another service at Jhansi Junction.
EVT000368,12260,KYN,2026-01-18 00:15,57,Crew,Crew shortage reported at Kalyan Junction link.
EVT000369,12144,MS,2026-02-23 23:00,26,Passenger,Overcrowding-related boarding delay at Chennai Egmore.
EVT000370,12024,TPJ,2026-02-15 07:30,35,Rolling Stock,Brake power certification delay at Tiruchchirapalli Junction.
EVT000371,12265,MAS,2026-02-07 01:15,1,Passenger,Passenger chain-pulling incident near Chennai Central.
EVT000372,12120,BBS,2026-02-14 13:30,48,Signal,Automatic signalling fault reported at Bhubaneswar yard.
EVT000373,12011,ASN,2026-02-26 09:45,20,Signal,Automatic signalling fault reported at Asansol Junction yard.
EVT000374,12216,LDH,2026-02-02 03:15,18,Infrastructure,Speed restriction due to track renewal work near Ludhiana Junction.
EVT000375,12177,MLDT,2026-01-04 14:30,45,Crew,Guard unavailability causing hold at Malda Town.
EVT000376,12260,PUNE,2026-02-23 08:30,70,Crew,Guard unavailability causing hold at Pune Junction.
EVT000377,12038,MAS,2026-01-01 07:15,62,Signal,Signal failure near Chennai Central causing hold-up.
EVT000378,12132,MAS,2026-01-27 21:30,30,Rolling Stock,Coach fault detected during pre-departure check at Chennai Central.
EVT000379,12061,DLI,2026-02-28 16:00,1,Rolling Stock,"Locomotive failure reported, engine change required at Delhi Junction (Old Delhi)."
EVT000380,12011,ADI,2026-02-09 11:00,68,Operational,Crossing conflict with another service at Ahmedabad Junction.
EVT000381,12120,BCT,2026-02-11 03:45,18,Crew,Loco pilot booking-on delay at Mumbai Central.
EVT000382,12180,GHY,2026-01-10 23:30,7,Crew,Crew shortage reported at Guwahati link.
EVT000383,12066,VSKP,2026-01-10 08:45,34,Signal,Automatic signalling fault reported at Visakhapatnam yard.
EVT000384,12130,KYN,2026-01-27 03:15,57,Operational,Late running of connecting rake into Kalyan Junction.
EVT000385,12291,ASR,2026-01-17 10:45,51,Passenger,Passenger chain-pulling incident near Amritsar Junction.
EVT000386,12258,ST,2026-01-21 16:15,20,Signal,Points failure at Surat delaying departure.
EVT000387,12125,PNBE,2026-01-18 20:30,47,Operational,Platform congestion at Patna Junction delaying berthing.
EVT000388,12242,PUNE,2026-02-06 17:00,33,Crew,Guard unavailability causing hold at Pune Junction.
EVT000389,12088,VSKP,2026-01-13 05:30,11,Rolling Stock,Brake power certification delay at Visakhapatnam.
EVT000390,12306,KYN,2026-01-30 13:15,46,Passenger,Passenger chain-pulling incident near Kalyan Junction.
EVT000391,12122,SC,2026-01-22 07:30,43,Crew,Crew shortage reported at Secunderabad Junction link.
EVT000392,12272,VSKP,2026-02-08 22:30,37,Weather,"Dense fog conditions near Visakhapatnam, speed restricted."
EVT000393,12240,ERS,2026-01-11 04:00,29,Crew,Crew shortage reported at Ernakulam Junction link.
EVT000394,12232,BZA,2026-01-02 13:15,1,Signal,Points failure at Vijayawada Junction delaying departure.
EVT000395,12151,SC,2026-02-12 18:30,71,Operational,Crossing conflict with another service at Secunderabad Junction.
EVT000396,12232,MAS,2026-02-12 06:30,34,Passenger,Passenger chain-pulling incident near Chennai Central.
EVT000397,12144,MAS,2026-01-12 07:00,66,Infrastructure,Speed restriction due to track renewal work near Chennai Central.
EVT000398,12220,MAS,2026-01-28 14:00,48,Weather,"Dense fog conditions near Chennai Central, speed restricted."
EVT000399,12216,BPL,2026-02-11 20:15,29,Crew,Crew shortage reported at Bhopal Junction link.
EVT000400,12049,ST,2026-01-04 09:00,1,Weather,High wind speed advisory near Surat affecting running.
EVT000401,12117,COR,2026-01-12 12:00,27,Infrastructure,Track maintenance block in effect near Kota Junction.
EVT000402,12279,KGP,2026-01-31 19:30,1,Rolling Stock,Brake power certification delay at Kharagpur Junction.
EVT000403,12113,CBE,2026-01-09 10:15,29,Operational,Late running of connecting rake into Coimbatore Junction.
EVT000404,12115,BSP,2026-01-09 08:15,9,Weather,"Dense fog conditions near Bilaspur Junction, speed restricted."
EVT000405,12252,COR,2026-01-24 14:30,41,Rolling Stock,"Locomotive failure reported, engine change required at Kota Junction."
EVT000406,12084,BCT,2026-02-03 16:30,55,Weather,Heavy rain reducing visibility near Mumbai Central.
EVT000407,12047,MFP,2026-01-03 07:45,25,Operational,Platform congestion at Muzaffarpur Junction delaying berthing.
EVT000408,12271,KGP,2026-01-26 22:45,51,Crew,Guard unavailability causing hold at Kharagpur Junction.
EVT000409,12258,BBS,2026-02-17 21:30,31,Infrastructure,Overhead equipment (OHE) tripping reported near Bhubaneswar.
EVT000410,12169,MFP,2026-02-14 18:15,25,Weather,"Dense fog conditions near Muzaffarpur Junction, speed restricted."
EVT000411,12257,MAO,2026-02-26 12:15,3,Crew,Guard unavailability causing hold at Madgaon Junction.
EVT000412,12301,MAS,2026-01-16 04:00,39,Crew,Crew shortage reported at Chennai Central link.
EVT000413,12162,MDU,2026-02-15 20:45,53,Rolling Stock,Brake power certification delay at Madurai Junction.
